Number,ApertureRA,ApertureDec,CentroidRA,CentroidDec,ApertureX,ApertureY,CentroidX,CentroidY,CentroidFlag,SourceIntensityB,SourceIntensityV,ApertureCorr,SourceUncertainty,DataUnits,Magnitude,MagUncertainty,SourceModel,SkyModel,SkyMedian,SkyMode,SkyAverage,SkyLocalNonAnnulusBkg,SkyRMS,SkyCustom,SkySigma,SkyScale,RadiusCentroid,ApertureMajorRadius,ApertureMinorRadius,ApertureRotationAngle,SkyRadiusInner,SkyRadiusOuter,ApertureNumPixels,ApertureNumRejected,SkyNumPixels,RadialProfileFWHM,Flags,Image
1520,251.783254,-1.925249,251.783197,-1.925089,593,525,594.023,527.884,1,7304.07,33365.6,1,293.902,D.N.,-11.3082,0.0096,2,B,21.556942,13.203832,36.916121,12.115977,53.49345,0,38.752299,23.188731,5,5,5,0,8,15,79.04,0,502,4.63,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1521,251.813589,-1.925525,251.813473,-1.925492,46,520,48.086,520.598,1,1373.42,5099.89,1,96.1773,D.N.,-9.2689,0.0205,2,B,14.963799,14.272455,18.872882,14.280706,21.58546,0,10.486483,6.485584,5,5,5,0,8,15,79.04,0,500,3.32,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1522,251.813367,-1.92547,251.813472,-1.925492,50,521,48.097,520.594,1,1373.68,5099.89,1,96.1773,D.N.,-9.2689,0.0205,2,B,14.963799,14.272455,18.872882,14.266434,21.58546,0,10.486483,6.485584,5,5,5,0,8,15,79.04,0,500,0.26,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1523,251.773549,-1.92547,251.773502,-1.925467,768,521,768.836,521.069,1,114.539,570.653,1,29.2299,D.N.,-6.8909,0.0556,2,B,9.939416,8.509861,10.025065,10.041708,10.167733,0,1.698978,1.699095,5,5,5,0,8,15,79.04,0,510,3.81,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1524,251.77072,-1.925415,251.770589,-1.925498,819,522,821.378,520.509,1,935.292,3453.27,1,62.4669,D.N.,-8.8456,0.0196,2,B,10.87825,11.491117,11.138722,9.83416,11.438489,0,2.604106,2.134536,5,5,5,0,8,15,79.04,0,504,3.59,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1525,251.812091,-1.925359,251.812059,-1.925365,73,523,73.577,522.881,1,4157.85,14282.3,1,202.7,D.N.,-10.387,0.0154,2,B,20.00188,15.501076,28.24648,14.229976,34.252826,0,19.394297,16.495523,5,5,5,0,8,15,79.04,0,504,3.72,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1526,251.805714,-1.925359,251.805699,-1.925316,188,523,188.257,523.785,1,4946.57,22266.9,1,205.72,D.N.,-10.8691,0.01,2,B,18.570696,15.688888,26.432104,15.235546,32.005569,0,18.065171,14.262196,5,5,5,0,8,15,79.04,0,502,3.42,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1527,251.805325,-1.925248,251.805704,-1.925316,195,525,188.173,523.786,1,4946.57,22266.9,1,205.72,D.N.,-10.8691,0.01,2,B,18.570696,15.688888,26.432104,15.252752,32.005569,0,18.065171,14.262196,5,5,5,0,8,15,79.04,0,502,3.09,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1528,251.800889,-1.925415,251.801172,-1.925176,275,522,269.889,526.305,1,9756.82,48730,1,294.289,D.N.,-11.7195,0.0066,2,B,27.078873,19.615132,37.983926,15.124773,47.364876,0,28.323757,19.619834,5,5,5,0,8,15,79.04,0,507,2.43,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1529,251.798116,-1.925359,251.798094,-1.925315,325,523,325.403,523.8,1,3764.28,17519.2,1,204.936,D.N.,-10.6088,0.0127,2,B,21.777229,15.167139,33.88797,14.01128,47.051688,0,32.674311,15.745059,5,5,5,0,8,15,79.04,0,498,3.4,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1530,251.791517,-1.925359,251.791511,-1.925319,444,523,444.097,523.72,1,2252.6,8905.04,1,226.323,D.N.,-9.8741,0.0276,2,B,15.272837,13.219932,45.220099,11.45364,105.572243,0,95.492061,20.726008,5,5,5,0,8,15,79.04,0,504,3.63,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1531,251.767449,-1.925415,251.767407,-1.925395,878,522,878.744,522.356,1,203,789.011,1,33.7953,D.N.,-7.2427,0.0465,2,B,10.015159,9.417612,10.186412,10.00701,10.407395,0,2.135395,1.893268,5,5,5,0,8,15,79.04,0,504,3.6,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1532,251.759906,-1.925415,251.75986,-1.9254,1014,522,1014.836,522.281,1,167.262,741.438,1,31.0254,D.N.,-7.1752,0.0454,2,B,9.79312,9.828545,9.825181,9.68222,10.008044,0,1.906286,1.499439,5,5,5,0,8,15,79.04,0,508,3.7,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1533,251.739221,-1.92536,251.739237,-1.925324,1387,523,1386.718,523.643,1,685.275,2436.24,1,51.5807,D.N.,-8.4668,0.023,2,B,8.896944,8.554408,8.846271,8.418793,8.993043,0,1.619705,1.511102,5,5,5,0,8,15,79.04,0,511,3.74,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1534,251.783753,-1.925304,251.783692,-1.92531,584,524,585.099,523.896,1,7304.07,8901.13,1,262.344,D.N.,-9.8736,0.032,2,B,18.062057,14.786842,50.896356,12.337931,108.801283,0,96.259086,24.644061,5,5,5,0,8,15,79.04,0,500,0.26,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1535,251.783198,-1.925027,251.783204,-1.925088,594,529,593.904,527.905,1,7304.73,33306.9,1,293.802,D.N.,-11.3063,0.0096,2,B,21.556942,13.203832,36.916121,11.996887,53.49345,0,38.752299,23.188731,5,5,5,0,8,15,79.04,0,502,3.57,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1536,251.801166,-1.925193,251.801171,-1.925175,270,526,269.907,526.317,1,9756.82,48834.1,1,294.466,D.N.,-11.7218,0.0065,2,B,27.078873,19.615132,37.983926,15.144958,47.364876,0,28.323757,19.619834,5,5,5,0,8,15,79.04,0,507,3.24,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1537,251.754472,-1.925193,251.754444,-1.925167,1112,526,1112.496,526.48,1,777.487,2871.73,1,57.1859,D.N.,-8.6454,0.0216,2,B,10.003766,9.040304,10.207411,9.015113,10.479812,0,2.376235,2.010094,5,5,5,0,8,15,79.04,0,501,3.97,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1538,251.792016,-1.924971,251.792012,-1.924965,435,530,435.078,530.12,1,6418.02,30127.7,1,207.311,D.N.,-11.1974,0.0075,2,B,17.761161,15.192527,27.673373,11.718866,39.400188,0,28.07364,11.416619,5,5,5,0,8,15,79.04,0,502,3.27,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1539,251.760683,-1.925193,251.760667,-1.925174,1000,526,1000.292,526.358,1,214.839,864.658,1,33.8532,D.N.,-7.3421,0.0425,2,B,9.836426,9.608986,10.18603,9.881092,10.426977,0,2.230808,1.690396,5,5,5,0,8,15,79.04,0,505,3.45,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1540,251.708997,-1.925248,251.709005,-1.925204,1932,525,1931.861,525.802,1,66.5909,302.684,1,24.2681,D.N.,-6.2025,0.087,2,B,8.617096,8.957615,8.805386,8.42434,9.038461,0,2.04137,1.705315,5,5,5,0,8,15,79.04,0,506,0.75,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1541,251.772384,-1.925138,251.772359,-1.925122,789,527,789.452,527.294,1,391.034,1428.76,1,40.635,D.N.,-7.8874,0.0309,2,B,9.74598,8.689649,9.763995,9.910581,9.8813,0,1.519544,1.504997,5,5,5,0,8,15,79.04,0,512,3.4,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1542,251.733565,-1.925027,251.73358,-1.925005,1489,529,1488.712,529.398,1,619.613,2279.4,1,50.7673,D.N.,-8.3946,0.0242,2,B,8.732265,9.557901,8.820111,8.303252,9.001139,0,1.79791,1.740733,5,5,5,0,8,15,79.04,0,509,4.07,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1543,251.75486,-1.925083,251.754438,-1.925167,1105,528,1112.612,526.482,1,777.487,2872.41,1,57.2101,D.N.,-8.6456,0.0216,2,B,9.995942,10.215722,10.196586,9.099086,10.474123,0,2.397579,2.014947,5,5,5,0,8,15,79.04,0,500,3.82,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1544,251.733786,-1.92475,251.733579,-1.925005,1485,534,1488.73,529.394,1,619.613,2279.4,1,50.7673,D.N.,-8.3946,0.0242,2,B,8.732265,9.557901,8.820111,8.269211,9.001139,0,1.79791,1.740733,5,5,5,0,8,15,79.04,0,509,3.4,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1545,251.703562,-1.924915,251.703567,-1.924883,2030,531,2029.92,531.578,1,432.407,1421.39,1,41.0337,D.N.,-7.8818,0.0313,2,B,8.572142,7.585052,8.604033,8.244566,8.762598,0,1.661069,1.63421,5,5,5,0,8,15,79.04,0,511,3.37,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1546,251.80405,-1.924916,251.804057,-1.924891,218,531,217.874,531.443,1,2324.63,10516.7,1,259.832,D.N.,-10.0547,0.0268,2,B,25.826804,19.239771,40.403085,15.071833,54.355929,0,36.39805,24.02506,5,5,5,0,8,15,79.04,0,498,3.45,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1547,251.797728,-1.924971,251.797727,-1.924994,332,530,332.011,529.592,1,3761.58,3827.81,1,198.368,D.N.,-8.9574,0.0563,2,B,20.726633,14.575648,40.822874,13.946318,71.524292,0,58.788272,18.992943,5,5,5,0,8,15,79.04,0,505,15.08,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1548,251.781035,-1.924972,251.780773,-1.925481,633,530,637.734,520.813,1,9074.05,41019.2,1,210.604,D.N.,-11.5325,0.0056,2,B,15.736183,13.860286,18.458218,11.132813,20.460627,0,8.836683,5.815888,5,5,5,0,8,15,79.04,0,502,3.09,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1549,251.798282,-1.924916,251.7981,-1.925315,322,531,325.288,523.804,1,3764.28,17514.9,1,204.926,D.N.,-10.6085,0.0127,2,B,21.777229,15.167139,33.88797,14.1004,47.051688,0,32.674311,15.745059,5,5,5,0,8,15,79.04,0,498,3.29,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1550,251.778152,-1.924861,251.778123,-1.924878,685,532,685.511,531.696,1,470.716,1804.46,1,47.7884,D.N.,-8.1409,0.0288,2,B,10.769555,10.14979,11.461688,10.336537,11.957539,0,3.41113,2.203093,5,5,5,0,8,15,79.04,0,498,3.67,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1551,251.740885,-1.924916,251.741261,-1.924568,1357,531,1350.222,537.287,1,4764.18,8958.28,1,96.8099,D.N.,-9.8806,0.0117,2,B,9.750195,9.32617,10.391251,8.358156,10.931761,0,3.398239,2.051323,5,5,5,0,8,15,79.04,0,508,4.28,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1552,251.709385,-1.924916,251.709367,-1.924869,1925,531,1925.324,531.831,1,62.9378,441.199,1,27.2052,D.N.,-6.6116,0.0669,2,B,8.582316,7.586951,8.593477,8.486286,8.778434,0,1.794273,1.742646,5,5,5,0,8,15,79.04,0,506,3.4,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1553,251.785749,-1.924805,251.78577,-1.924812,548,533,547.626,532.877,1,1230.31,4563.92,1,115.138,D.N.,-9.1483,0.0274,2,B,14.123962,12.421855,19.857973,12.136951,24.071448,0,13.618608,9.386317,5,5,5,0,8,15,79.04,0,500,3.3,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1554,251.742438,-1.92475,251.742215,-1.924674,1329,534,1333.009,535.365,1,823.655,3183.69,1,61.3134,D.N.,-8.7573,0.0209,2,B,10.033642,9.208063,11.226374,8.521231,12.196074,0,4.770545,2.416363,5,5,5,0,8,15,79.04,0,502,3.45,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1555,251.74216,-1.924639,251.742215,-1.924674,1334,536,1333.01,535.366,1,823.779,3183.03,1,61.308,D.N.,-8.7571,0.0209,2,B,10.033642,9.208063,11.226374,8.48758,12.196074,0,4.770545,2.416363,5,5,5,0,8,15,79.04,0,502,3.15,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1556,251.709219,-1.924528,251.709373,-1.924869,1928,538,1925.224,531.838,1,61.8862,439.546,1,27.1748,D.N.,-6.6075,0.0671,2,B,8.582316,7.586951,8.593477,8.449288,8.778434,0,1.794273,1.742646,5,5,5,0,8,15,79.04,0,506,9.16,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1557,251.741273,-1.924584,251.741264,-1.924566,1350,537,1350.164,537.313,1,4760.65,8959.59,1,96.8167,D.N.,-9.8807,0.0117,2,B,9.750195,9.32617,10.391251,8.393757,10.931761,0,3.398239,2.051323,5,5,5,0,8,15,79.04,0,508,3.08,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1558,251.726854,-1.924694,251.726827,-1.924697,1610,535,1610.496,534.953,1,414.174,1424.52,1,41.3332,D.N.,-7.8842,0.0315,2,B,8.927397,7.562102,9.128228,8.405224,9.363862,0,2.089505,1.69767,5,5,5,0,8,15,79.04,0,504,3.5,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1559,251.788688,-1.924805,251.788736,-1.924702,495,533,494.146,534.853,1,479.188,2028.33,1,58.4937,D.N.,-8.2678,0.0313,2,B,12.428171,11.343863,14.074463,11.798651,15.119944,0,5.530233,3.756923,5,5,5,0,8,15,79.04,0,499,3.32,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1560,251.78708,-1.924639,251.787041,-1.924641,524,536,524.715,535.955,1,1011.31,4063.25,1,173.775,D.N.,-9.0222,0.0464,2,B,19.716018,13.708633,27.760068,12.012422,33.913534,0,19.500202,16.294283,5,5,5,0,8,15,79.04,0,506,3.28,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1561,251.764454,-1.924695,251.764434,-1.924715,932,535,932.361,534.637,1,419.466,1481.57,1,44.4068,D.N.,-7.9268,0.0325,2,B,10.485425,10.444437,11.66149,10.24405,12.561188,0,4.672964,2.230289,5,5,5,0,8,15,79.04,0,502,3.6,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1562,251.762291,-1.92475,251.762274,-1.924716,971,534,971.315,534.618,1,1735.78,882.452,1,87.998,D.N.,-7.3642,0.1083,2,B,10.8233,9.914753,19.094917,10.250096,29.542417,0,22.564414,8.342326,5,5,5,0,8,15,79.04,0,502,3.57,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1563,251.762014,-1.924251,251.762242,-1.924204,976,543,971.894,543.852,1,1735.98,6243.02,1,85.2075,D.N.,-9.4885,0.0148,2,B,11.17976,10.655654,12.612188,10.125663,13.684884,0,5.316513,3.210979,5,5,5,0,8,15,79.04,0,500,3.88,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1564,251.749092,-1.924695,251.749075,-1.924673,1209,535,1209.31,535.397,1,70.6091,320.462,1,23.6717,D.N.,-6.2644,0.0802,2,B,8.783926,7.985171,8.84171,8.477494,8.983607,0,1.591956,1.562606,5,5,5,0,8,15,79.04,0,511,2.97,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1565,251.804605,-1.924583,251.804611,-1.924565,208,537,207.885,537.327,1,1394.03,5554.7,1,203.666,D.N.,-9.3617,0.0398,2,B,24.74571,13.394976,35.74239,14.755284,48.99954,0,33.551137,19.089112,5,5,5,0,8,15,79.04,0,502,3.27,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1566,251.804605,-1.924583,251.804611,-1.924564,205,542,208.023,537.349,1,1394.03,5530.08,1,203.605,D.N.,-9.3568,0.04,2,B,24.74571,13.394976,35.74239,14.508021,48.99954,0,33.551137,19.089112,5,5,5,0,8,15,79.04,0,502,3.51,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1567,251.761404,-1.924528,251.761376,-1.924526,987,538,987.505,538.033,1,344.018,1803.01,1,56.2338,D.N.,-8.14,0.0339,2,B,10.620252,9.443413,13.545015,10.01273,16.810746,0,9.966624,3.709381,5,5,5,0,8,15,79.04,0,497,3.29,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1568,251.746541,-1.924584,251.746514,-1.924553,1255,537,1255.494,537.552,1,175.741,661.189,1,29.3172,D.N.,-7.0508,0.0481,2,B,8.583484,8.38228,8.55119,8.774928,8.684366,0,1.516515,1.421824,5,5,5,0,8,15,79.04,0,515,3.39,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1569,251.729461,-1.924583,251.729443,-1.924531,1563,537,1563.321,537.95,1,108.124,518.224,1,27.0911,D.N.,-6.7863,0.0568,2,B,8.541972,7.960957,8.457519,8.473397,8.588728,0,1.496995,1.482605,5,5,5,0,8,15,79.04,0,514,3.38,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1570,251.78891,-1.924583,251.788738,-1.924702,491,537,494.11,534.862,1,479.188,2029.68,1,58.5053,D.N.,-8.2686,0.0313,2,B,12.428171,11.343863,14.074463,11.751627,15.119944,0,5.530233,3.756923,5,5,5,0,8,15,79.04,0,499,3.71,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1571,251.787746,-1.924473,251.787714,-1.924487,512,539,512.578,538.749,1,604.503,2144.45,1,149.072,D.N.,-8.3283,0.0755,2,B,21.352203,14.100251,28.193158,11.95717,34.236046,0,19.442369,14.27076,5,5,5,0,8,15,79.04,0,502,3.22,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1572,251.783531,-1.924584,251.783386,-1.924298,588,537,590.622,542.153,1,1413.62,5357.52,1,111.594,D.N.,-9.3224,0.0226,2,B,13.931888,13.022288,29.772851,11.928724,67.197638,0,60.301983,8.485302,5,5,5,0,8,15,79.04,0,503,10.9,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1573,251.783365,-1.924306,251.783382,-1.924298,591,542,590.695,542.15,1,1413.62,5357.52,1,111.594,D.N.,-9.3224,0.0226,2,B,13.931888,13.022288,29.772851,11.74304,67.197638,0,60.301983,8.485302,5,5,5,0,8,15,79.04,0,503,3.38,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1574,251.780814,-1.924528,251.780804,-1.924489,637,538,637.175,538.711,1,1404.57,5316,1,91.3763,D.N.,-9.314,0.0187,2,B,11.978701,11.224521,17.87457,10.876401,25.044758,0,17.559836,5.552556,5,5,5,0,8,15,79.04,0,507,3.27,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1575,251.718591,-1.924472,251.718556,-1.924475,1759,539,1759.628,538.959,1,126.763,578.557,1,28.2456,D.N.,-6.9059,0.053,2,B,8.541755,8.151274,8.493584,8.138192,8.639779,0,1.584205,1.494487,5,5,5,0,8,15,79.04,0,513,3.7,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1576,251.76584,-1.924417,251.76578,-1.924377,907,540,908.095,540.723,1,352.57,1202.37,1,38.9468,D.N.,-7.7001,0.0352,2,B,9.806286,10.206219,9.931256,10.115408,10.170661,0,2.195901,1.788102,5,5,5,0,8,15,79.04,0,508,3.57,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1577,251.765563,-1.924085,251.765544,-1.924114,912,546,912.337,545.467,1,390.444,1436.28,1,42.6309,D.N.,-7.8931,0.0322,2,B,10.169981,10.212475,10.469246,10.117197,10.823884,0,2.750697,1.967289,5,5,5,0,8,15,79.04,0,505,3.75,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1578,251.763788,-1.924417,251.763788,-1.92441,944,540,944.007,540.142,1,176.594,810.807,1,36.7173,D.N.,-7.2723,0.0492,2,B,10.466861,10.482138,11.733181,10.267482,12.769726,0,5.044706,2.334625,5,5,5,0,8,15,79.04,0,502,3.53,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1579,251.748205,-1.924362,251.74817,-1.924357,1225,541,1225.634,541.089,1,42.0799,286.972,1,22.5619,D.N.,-6.1446,0.0854,2,B,8.610849,8.5882,8.646351,8.539515,8.784285,0,1.552082,1.504305,5,5,5,0,8,15,79.04,0,514,3.36,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1580,251.742659,-1.924417,251.742217,-1.924675,1325,540,1332.97,535.359,1,823.655,3183.91,1,61.3151,D.N.,-8.7574,0.0209,2,B,10.033642,9.208063,11.226374,8.596985,12.196074,0,4.770545,2.416363,5,5,5,0,8,15,79.04,0,502,21.69,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1581,251.808209,-1.924361,251.80822,-1.924355,143,541,142.808,541.11,1,1514.68,6204.79,1,114.408,D.N.,-9.4818,0.02,2,B,19.373388,15.324968,24.043134,13.660069,27.843608,0,14.05651,8.361329,5,5,5,0,8,15,79.04,0,505,3.15,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1582,251.808542,-1.924361,251.808222,-1.924355,137,541,142.771,541.117,1,1514.68,6204.79,1,114.408,D.N.,-9.4818,0.02,2,B,19.373388,15.324968,24.043134,13.56346,27.843608,0,14.05651,8.361329,5,5,5,0,8,15,79.04,0,505,3.16,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1583,251.798837,-1.92414,251.798839,-1.924125,312,545,311.971,545.26,1,23776.7,52403.2,1,241.952,D.N.,-11.7984,0.005,2,B,23.601078,19.647892,27.324207,14.295084,30.100771,0,12.63969,7.891786,5,5,5,0,8,15,79.04,0,503,3.31,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1584,251.796286,-1.924251,251.796261,-1.924204,358,543,358.459,543.839,1,2736.04,12016.8,1,114.288,D.N.,-10.1995,0.0103,2,B,14.840603,15.024304,16.364097,13.490842,17.341081,0,5.744163,3.254135,5,5,5,0,8,15,79.04,0,500,3.27,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1585,251.785916,-1.924306,251.785922,-1.924204,545,542,544.885,543.839,1,649.803,2706.7,1,180.371,D.N.,-8.5811,0.0723,2,B,18.291324,12.655913,28.77278,11.995212,37.690199,0,24.369171,17.400555,5,5,5,0,8,15,79.04,0,504,0.28,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1586,251.785916,-1.923974,251.785917,-1.924204,545,548,544.968,543.839,1,650.64,2698.04,1,180.347,D.N.,-8.5776,0.0726,2,B,18.291324,12.655913,28.77278,11.909353,37.690199,0,24.369171,17.400555,5,5,5,0,8,15,79.04,0,504,3.38,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1587,251.77061,-1.924196,251.770613,-1.924163,821,544,820.941,544.592,1,3098.78,13625.2,1,119.589,D.N.,-10.3359,0.0095,2,B,11.094831,10.440273,13.299129,9.776152,15.735319,0,8.418723,2.618726,5,5,5,0,8,15,79.04,0,501,3.27,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1588,251.769944,-1.924196,251.769931,-1.924189,833,544,833.23,544.13,1,857.012,3009.81,1,82.2773,D.N.,-8.6963,0.0297,2,B,11.051743,11.165306,22.272149,9.776562,46.868608,0,41.279602,6.17663,5,5,5,0,8,15,79.04,0,503,3.21,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1589,251.762291,-1.924196,251.762245,-1.924205,971,544,971.833,543.831,1,1735.98,6243.87,1,85.2124,D.N.,-9.4886,0.0148,2,B,11.17976,10.655654,12.612188,10.181183,13.684884,0,5.316513,3.210979,5,5,5,0,8,15,79.04,0,500,3.37,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1590,251.774769,-1.924196,251.774773,-1.924164,746,544,745.924,544.564,1,263.86,939.347,1,34.9169,D.N.,-7.4321,0.0404,2,B,9.71338,10.119649,9.767415,9.83836,9.909454,0,1.673422,1.688378,5,5,5,0,8,15,79.04,0,513,3.83,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1591,251.726743,-1.924195,251.726754,-1.924164,1612,544,1611.81,544.566,1,96.1108,443.249,1,27.4971,D.N.,-6.6166,0.0674,2,B,8.731492,8.154222,9.526738,8.419525,10.37883,0,4.122536,1.781002,5,5,5,0,8,15,79.04,0,501,14.07,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1592,251.809374,-1.92414,251.809356,-1.924122,122,545,122.324,545.311,1,992.42,3689.95,1,121.378,D.N.,-8.9176,0.0357,2,B,18.369419,11.22484,28.908332,13.331063,45.474084,0,35.137801,10.581224,5,5,5,0,8,15,79.04,0,501,1.13,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1593,251.792238,-1.924195,251.792209,-1.924124,431,544,431.513,545.284,1,520.576,2137.63,1,96.9578,D.N.,-8.3248,0.0492,2,B,13.406396,11.717191,24.766154,11.79766,49.51624,0,42.919947,8.593294,5,5,5,0,8,15,79.04,0,508,4.02,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1594,251.787302,-1.92414,251.787536,-1.923935,520,545,515.783,548.7,1,513.007,2243.72,1,134.553,D.N.,-8.3774,0.0651,2,B,16.721884,12.125317,25.015833,11.949199,33.383835,0,22.128484,12.67628,5,5,5,0,8,15,79.04,0,499,16.67,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1595,251.756856,-1.924029,251.756824,-1.92404,1069,547,1069.581,546.802,1,108.272,491.56,1,27.3312,D.N.,-6.7289,0.0604,2,B,9.374371,9.398253,9.397142,9.314498,9.556814,0,1.741384,1.61059,5,5,5,0,8,15,79.04,0,505,3.32,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1596,251.751643,-1.923974,251.751606,-1.923991,1163,548,1163.677,547.702,1,118.992,452.52,1,27.8112,D.N.,-6.6391,0.0667,2,B,9.1612,8.978603,9.7395,8.678921,10.238689,0,3.161109,1.806035,5,5,5,0,8,15,79.04,0,507,3.29,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
1597,251.742327,-1.923974,251.742288,-1.923958,1331,548,1331.691,548.296,1,166.618,811.784,1,55.9431,D.N.,-7.2736,0.0748,2,B,10.353096,8.947653,14.16019,8.60026,18.453031,0,11.844128,4.847787,5,5,5,0,8,15,79.04,0,501,3.26,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
