Number,ApertureRA,ApertureDec,CentroidRA,CentroidDec,ApertureX,ApertureY,CentroidX,CentroidY,CentroidFlag,SourceIntensityB,SourceIntensityV,ApertureCorr,SourceUncertainty,DataUnits,Magnitude,MagUncertainty,SourceModel,SkyModel,SkyMedian,SkyMode,SkyAverage,SkyLocalNonAnnulusBkg,SkyRMS,SkyCustom,SkySigma,SkyScale,RadiusCentroid,ApertureMajorRadius,ApertureMinorRadius,ApertureRotationAngle,SkyRadiusInner,SkyRadiusOuter,ApertureNumPixels,ApertureNumRejected,SkyNumPixels,RadialProfileFWHM,Flags,Image
705,251.80649,-1.940934,251.806418,-1.94087,174,242,175.304,243.154,1,4373.59,13122.5,1,464.017,D.N.,-10.295,0.0384,2,B,51.295582,35.895971,70.357857,21.61507,86.08345,0,49.648902,45.312962,5,5,5,0,8,15,79.04,0,505,3.63,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
706,251.806324,-1.940712,251.806419,-1.940869,177,246,175.289,243.158,1,4373.59,13102.1,1,463.995,D.N.,-10.2934,0.0384,2,B,51.295582,35.895971,70.357857,21.380783,86.08345,0,49.648902,45.312962,5,5,5,0,8,15,79.04,0,505,3.55,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
707,251.756967,-1.940934,251.757303,-1.940491,1067,242,1060.939,249.989,1,1549.88,5942.76,1,79.0168,D.N.,-9.435,0.0144,2,B,9.898027,10.269272,10.251581,9.614998,10.644526,0,2.868339,1.747367,5,5,5,0,8,15,79.04,0,503,2.99,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
708,251.762236,-1.940823,251.762197,-1.940824,972,244,972.698,243.996,1,221.17,992.708,1,40.7115,D.N.,-7.4921,0.0445,2,B,10.692692,9.463438,11.787937,10.262441,12.965198,0,5.403595,2.597625,5,5,5,0,8,15,79.04,0,504,3.51,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
709,251.717704,-1.940823,251.717704,-1.940778,1775,244,1774.99,244.804,1,377.326,1369.33,1,40.6195,D.N.,-7.8413,0.0322,2,B,8.991954,8.788953,9.225753,8.687057,9.430184,0,1.954846,1.687752,5,5,5,0,8,15,79.04,0,504,3.47,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
710,251.814864,-1.940822,251.814847,-1.940796,23,244,23.319,244.47,1,2961.77,13783.9,1,230.052,D.N.,-10.3484,0.0181,2,B,30.360425,20.809963,39.263794,20.613657,46.13331,0,24.244842,19.917046,5,5,5,0,8,15,79.04,0,500,3.43,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
711,251.807322,-1.940823,251.807376,-1.940784,159,244,158.026,244.692,1,3896.28,12184.9,1,254.93,D.N.,-10.2146,0.0227,2,B,33.835773,19.868131,44.334818,21.167528,52.973532,0,29.022584,23.124784,5,5,5,0,8,15,79.04,0,498,3.54,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
712,251.750978,-1.940768,251.750989,-1.94074,1175,245,1174.807,245.504,1,928.294,3231.38,1,59.3908,D.N.,-8.7735,0.02,2,B,9.278488,8.822001,9.714564,8.948167,10.088357,0,2.723399,1.733085,5,5,5,0,8,15,79.04,0,504,3.51,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
713,251.742105,-1.940823,251.742063,-1.940834,1335,244,1335.75,243.806,1,126.73,574.424,1,29.0516,D.N.,-6.8981,0.0549,2,B,9.000744,7.983894,9.129251,8.543506,9.308902,0,1.821809,1.65519,5,5,5,0,8,15,79.04,0,507,0.26,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
714,251.797395,-1.940657,251.797414,-1.940651,338,247,337.657,247.101,1,2051.67,7925.56,1,249.575,D.N.,-9.7476,0.0342,2,B,29.808143,22.876655,41.908743,19.261288,51.331828,0,29.670987,23.481994,5,5,5,0,8,15,79.04,0,502,3.76,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
715,251.794345,-1.940712,251.794248,-1.940668,393,246,394.755,246.789,1,2168.41,8808.75,1,135.267,D.N.,-9.8623,0.0167,2,B,18.722052,18.413622,24.072175,18.343798,27.459354,0,13.224811,9.808347,5,5,5,0,8,15,79.04,0,501,3.27,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
716,251.794068,-1.940657,251.794251,-1.940668,398,247,394.701,246.789,1,2168.41,8808.75,1,135.267,D.N.,-9.8623,0.0167,2,B,18.722052,18.413622,24.072175,18.112383,27.459354,0,13.224811,9.808347,5,5,5,0,8,15,79.04,0,501,3.86,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
717,251.790131,-1.940712,251.790204,-1.940696,469,246,467.682,246.289,1,839.599,3218.8,1,114.217,D.N.,-8.7692,0.0385,2,B,19.584345,17.231611,25.12494,15.172516,28.655807,0,13.793873,9.985628,5,5,5,0,8,15,79.04,0,503,0.26,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
718,251.780093,-1.940712,251.780077,-1.940719,650,246,650.279,245.875,1,1301.92,2939.71,1,99.9931,D.N.,-8.6708,0.0369,2,B,16.317608,12.426465,22.161445,12.29723,27.664114,0,16.57487,8.453235,5,5,5,0,8,15,79.04,0,497,0.26,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
719,251.748039,-1.940657,251.748015,-1.940652,1228,247,1228.433,247.098,1,277.917,1068.53,1,37.7415,D.N.,-7.572,0.0383,2,B,9.054995,8.408931,9.416821,8.932097,9.695657,0,2.310816,1.900348,5,5,5,0,8,15,79.04,0,503,3.47,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
720,251.802886,-1.940601,251.802867,-1.940595,239,248,239.342,248.112,1,3554.52,15601.2,1,466.381,D.N.,-10.4829,0.0325,2,B,37.672987,21.570526,69.285886,20.42271,103.239124,0,76.612194,45.272756,5,5,5,0,8,15,79.04,0,504,3.89,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
721,251.776266,-1.940657,251.776449,-1.940608,719,247,715.707,247.891,1,1385.36,5044.49,1,74.6445,D.N.,-9.257,0.0161,2,B,12.071377,11.256844,12.718194,11.978602,13.084774,0,3.07859,2.31271,5,5,5,0,8,15,79.04,0,502,4.01,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
722,251.776488,-1.940602,251.776453,-1.940607,715,248,715.634,247.905,1,1385.36,5011.56,1,74.4236,D.N.,-9.2499,0.0161,2,B,12.071377,11.256844,12.718194,12.052564,13.084774,0,3.07859,2.31271,5,5,5,0,8,15,79.04,0,502,3.08,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
723,251.774103,-1.940657,251.77412,-1.940653,758,247,757.698,247.068,1,426.247,1686.07,1,93.0665,D.N.,-8.0672,0.0599,2,B,12.485579,10.83773,22.311431,11.290031,41.151986,0,34.612845,8.419639,5,5,5,0,8,15,79.04,0,507,0.28,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
724,251.772772,-1.940657,251.772769,-1.940619,782,247,782.067,247.683,1,635.532,2362.52,1,58.9931,D.N.,-8.4334,0.0271,2,B,12.01426,11.897483,13.567209,11.015512,14.476201,0,5.053922,3.366998,5,5,5,0,8,15,79.04,0,502,3.25,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
725,251.7573,-1.940491,251.757301,-1.940491,1061,250,1060.981,249.99,1,1551.04,5942.9,1,79.0177,D.N.,-9.435,0.0144,2,B,9.898027,10.269272,10.251581,9.586712,10.644526,0,2.868339,1.747367,5,5,5,0,8,15,79.04,0,503,3.18,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
726,251.743657,-1.940712,251.743673,-1.940666,1307,246,1306.726,246.838,1,72.0425,361.033,1,23.5409,D.N.,-6.3939,0.0708,2,B,8.78038,7.971962,8.768912,8.586452,8.89412,0,1.488582,1.402382,5,5,5,0,8,15,79.04,0,512,3.41,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
727,251.72935,-1.940657,251.729343,-1.940625,1565,247,1565.116,247.565,1,205.943,789.121,1,31.6723,D.N.,-7.2429,0.0436,2,B,8.709743,8.960744,8.691417,8.371615,8.812495,0,1.457215,1.477061,5,5,5,0,8,15,79.04,0,515,3.75,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
728,251.790297,-1.940657,251.790201,-1.940696,466,247,467.724,246.291,1,839.01,3218.59,1,114.216,D.N.,-8.7692,0.0385,2,B,19.584345,17.231611,25.12494,15.234783,28.655807,0,13.793873,9.985628,5,5,5,0,8,15,79.04,0,503,0.28,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
729,251.761515,-1.940602,251.761525,-1.940563,985,248,984.822,248.689,1,405.032,1622.62,1,44.4716,D.N.,-8.0255,0.0298,2,B,9.954243,8.456859,10.54523,10.1292,11.044705,0,3.287109,1.89861,5,5,5,0,8,15,79.04,0,504,3.47,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
730,251.753418,-1.940546,251.753163,-1.940833,1131,249,1135.602,243.831,1,1945.63,8233.31,1,93.0977,D.N.,-9.7889,0.0123,2,B,10.233598,9.418155,10.885773,9.131875,11.413127,0,3.43265,2.096162,5,5,5,0,8,15,79.04,0,498,3.13,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
731,251.753695,-1.940602,251.753159,-1.940832,1126,248,1135.664,243.837,1,1948.21,8232.74,1,93.0947,D.N.,-9.7889,0.0123,2,B,10.233598,9.418155,10.885773,9.191501,11.413127,0,3.43265,2.096162,5,5,5,0,8,15,79.04,0,498,10.84,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
732,251.785472,-1.940491,251.78549,-1.940468,553,250,552.681,250.4,1,1340.03,4925.03,1,104.667,D.N.,-9.231,0.0231,2,B,15.103518,13.803371,19.35542,13.974594,22.101706,0,10.680992,7.809855,5,5,5,0,8,15,79.04,0,495,3.43,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
733,251.775379,-1.940491,251.775321,-1.940499,735,250,736.052,249.853,1,560.977,2203.26,1,73.8574,D.N.,-8.3577,0.0364,2,B,12.233681,10.94316,24.180214,11.698952,56.188328,0,50.769474,5.747513,5,5,5,0,8,15,79.04,0,506,0.26,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
734,251.759629,-1.940435,251.759628,-1.94042,1019,251,1019.025,251.285,1,611.315,2184.07,1,49.3444,D.N.,-8.3482,0.0245,2,B,9.278137,9.883634,9.240644,9.669647,9.367833,0,1.539932,1.599271,5,5,5,0,8,15,79.04,0,516,3.16,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
735,251.75242,-1.940491,251.752422,-1.940466,1149,250,1148.965,250.451,1,91.2193,440.752,1,37.5528,D.N.,-6.6105,0.0925,2,B,10.068361,9.129352,13.630332,8.929871,19.924696,0,14.547364,3.138284,5,5,5,0,8,15,79.04,0,506,3.72,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
736,251.803773,-1.940379,251.803733,-1.940366,223,252,223.731,252.234,1,1611.02,7125.34,1,244.662,D.N.,-9.632,0.0373,2,B,27.621271,21.728359,46.614789,20.646421,69.967292,0,52.229365,23.132341,5,5,5,0,8,15,79.04,0,503,3.44,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
737,251.78098,-1.940324,251.78095,-1.94032,634,253,634.55,253.083,1,34905.4,3699.69,1,314.272,D.N.,-8.9204,0.0922,2,B,17.11375,12.947706,92.186605,12.375626,274.766944,0,259.098372,31.059,5,5,5,0,8,15,79.04,0,503,12.92,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
738,251.747484,-1.94038,251.747481,-1.940334,1238,252,1238.063,252.837,1,55.5496,409.23,1,31.5402,D.N.,-6.5299,0.0837,2,B,9.773862,9.408456,11.175318,8.884545,12.480645,0,5.562454,2.435151,5,5,5,0,8,15,79.04,0,498,24.68,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
739,251.747373,-1.939881,251.7474,-1.939857,1240,261,1239.524,261.436,1,303.273,1179.92,1,40.5415,D.N.,-7.6796,0.0373,2,B,9.997538,9.379076,10.332653,8.891644,10.660718,0,2.626959,2.169147,5,5,5,0,8,15,79.04,0,503,3.5,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
740,251.767449,-1.940269,251.767419,-1.940277,878,254,878.529,253.864,1,919.384,3260.54,1,60.3906,D.N.,-8.7832,0.0201,2,B,10.812752,10.262187,11.400771,10.073493,11.889849,0,3.37841,1.979933,5,5,5,0,8,15,79.04,0,502,3.29,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
741,251.754194,-1.940325,251.754166,-1.940323,1117,253,1117.507,253.035,1,114.177,597.647,1,30.9912,D.N.,-6.9411,0.0563,2,B,9.482587,8.829064,10.482768,9.263696,11.241437,0,4.063813,1.917203,5,5,5,0,8,15,79.04,0,499,3.4,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
742,251.788079,-1.939493,251.788763,-1.939775,506,268,493.665,262.905,1,103271,1.07E+06,1,1192.83,D.N.,-15.0747,0.0012,2,B,79.251705,48.919405,102.23591,14.632524,120.544826,0,63.929014,59.78802,5,5,5,0,8,15,79.04,0,508,9.8,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
743,251.746098,-1.940103,251.746068,-1.94009,1263,257,1263.536,257.232,1,976.965,3478.74,1,61.3246,D.N.,-8.8536,0.0191,2,B,9.217066,9.04388,9.280621,8.734997,9.442329,0,1.741729,1.692802,5,5,5,0,8,15,79.04,0,507,3.39,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
744,251.71482,-1.940213,251.714832,-1.94018,1827,255,1826.787,255.6,1,104.725,466.97,1,25.7354,D.N.,-6.6732,0.0598,2,B,8.618433,8.411735,8.619062,8.499618,8.733471,0,1.410373,1.410879,5,5,5,0,8,15,79.04,0,514,3.4,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
745,251.71066,-1.940158,251.7108,-1.940097,1902,256,1899.489,257.09,1,274.633,1146.12,1,37.319,D.N.,-7.6481,0.0354,2,B,8.610293,8.42352,8.656671,8.387896,8.80403,0,1.605627,1.584281,5,5,5,0,8,15,79.04,0,511,4.41,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
746,251.788744,-1.93977,251.788759,-1.939778,494,263,493.726,262.851,1,103277,1.07E+06,1,1192.86,D.N.,-15.0748,0.0012,2,B,79.251705,48.919405,102.23591,14.851656,120.544826,0,63.929014,59.78802,5,5,5,0,8,15,79.04,0,508,3.67,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
747,251.780148,-1.940214,251.780147,-1.94017,649,255,649.015,255.792,1,372.938,1613.25,1,379.553,D.N.,-8.0193,0.2554,2,B,27.219656,12.187446,59.422119,12.199538,120.016032,0,104.375788,38.056015,5,5,5,0,8,15,79.04,0,508,10.19,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
748,251.771996,-1.940158,251.771922,-1.940199,796,256,797.34,255.268,1,288.048,1314.79,1,71.3198,D.N.,-7.7971,0.0589,2,B,13.098805,11.332353,19.925349,10.973662,31.32695,0,24.197237,6.194893,5,5,5,0,8,15,79.04,0,510,3.81,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
749,251.710882,-1.940102,251.710799,-1.940097,1898,257,1899.502,257.089,1,274.633,1154.93,1,37.2569,D.N.,-7.6564,0.035,2,B,8.600459,8.428868,8.671482,8.392413,8.818606,0,1.605701,1.540183,5,5,5,0,8,15,79.04,0,510,3.74,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
750,251.802165,-1.940158,251.802182,-1.940097,252,256,251.685,257.09,1,2261.55,9178.81,1,408.703,D.N.,-9.907,0.0483,2,B,30.422539,17.170362,78.988849,19.722193,177.381104,0,158.979781,40.061859,5,5,5,0,8,15,79.04,0,508,3.43,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
751,251.795954,-1.940102,251.795934,-1.93971,364,257,364.347,264.09,1,1933.49,7141.23,1,373.641,D.N.,-9.6344,0.0568,2,B,35.007051,21.966972,60.17649,19.098402,87.169683,0,63.128843,36.670024,5,5,5,0,8,15,79.04,0,504,4.11,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
752,251.783753,-1.940158,251.783824,-1.939979,584,256,582.716,259.236,1,705.248,3021.89,1,84.2401,D.N.,-8.7007,0.0303,2,B,14.476355,13.93258,20.710619,13.519294,28.260939,0,19.248052,6.42999,5,5,5,0,8,15,79.04,0,503,3.84,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
753,251.783864,-1.939936,251.783825,-1.939979,582,260,582.695,259.231,1,704.898,3012.99,1,84.1872,D.N.,-8.6975,0.0303,2,B,14.476355,13.93258,20.710619,13.561389,28.260939,0,19.248052,6.42999,5,5,5,0,8,15,79.04,0,503,4.14,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
754,251.7822,-1.940047,251.782492,-1.939607,612,258,606.736,265.951,1,35747.6,75262.4,1,310.215,D.N.,-12.1914,0.0045,2,B,24.457053,24.417136,33.318144,12.857336,42.820924,0,26.925397,14.584761,5,5,5,0,8,15,79.04,0,502,3.27,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
755,251.781923,-1.93977,251.782492,-1.939606,617,263,606.732,265.958,1,35740.9,75260.6,1,310.213,D.N.,-12.1914,0.0045,2,B,24.457053,24.417136,33.318144,12.752319,42.820924,0,26.925397,14.584761,5,5,5,0,8,15,79.04,0,502,13.54,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
756,251.771053,-1.940158,251.770826,-1.939742,813,256,817.093,263.501,1,2172.93,9733.87,1,106.952,D.N.,-9.9707,0.0119,2,B,13.240339,11.282569,14.819735,10.914431,15.84702,0,5.618406,4.157587,5,5,5,0,8,15,79.04,0,501,4.28,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
757,251.770831,-1.93977,251.770823,-1.939742,817,263,817.155,263.509,1,2171.98,9732.05,1,106.943,D.N.,-9.9705,0.0119,2,B,13.240339,11.282569,14.819735,10.960346,15.84702,0,5.618406,4.157587,5,5,5,0,8,15,79.04,0,501,3.28,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
758,251.728129,-1.939881,251.728129,-1.939838,1587,261,1587.013,261.77,1,1502.58,6273.55,1,80.4792,D.N.,-9.4938,0.0139,2,B,8.943823,8.1773,9.030083,8.307709,9.152997,0,1.496436,1.439257,5,5,5,0,8,15,79.04,0,513,3.71,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
759,251.780869,-1.939659,251.780874,-1.939673,636,265,635.911,264.752,1,34906.3,84340.2,1,312.478,D.N.,-12.3151,0.004,2,B,26.209042,25.914397,32.384338,12.329745,38.458564,0,20.764746,11.615753,5,5,5,0,8,15,79.04,0,502,3.21,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
760,251.708553,-1.93988,251.70854,-1.939885,1940,261,1940.242,260.91,1,47.4251,272.817,1,22.1819,D.N.,-6.0897,0.0883,2,B,8.58716,8.564835,8.533788,8.280044,8.677463,0,1.574049,1.49491,5,5,5,0,8,15,79.04,0,515,3.42,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
761,251.782422,-1.939659,251.782492,-1.939606,608,265,606.744,265.958,1,35745.4,75260.6,1,310.213,D.N.,-12.1914,0.0045,2,B,24.457053,24.417136,33.318144,12.960359,42.820924,0,26.925397,14.584761,5,5,5,0,8,15,79.04,0,502,3.32,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
762,251.782588,-1.939493,251.782494,-1.939606,605,268,606.711,265.96,1,35740.9,75260.6,1,310.213,D.N.,-12.1914,0.0045,2,B,24.457053,24.417136,33.318144,13.03001,42.820924,0,26.925397,14.584761,5,5,5,0,8,15,79.04,0,502,3.51,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
763,251.770388,-1.939826,251.770827,-1.939742,825,262,817.084,263.511,1,2172.5,9733.87,1,106.952,D.N.,-9.9707,0.0119,2,B,13.240339,11.282569,14.819735,10.932527,15.84702,0,5.618406,4.157587,5,5,5,0,8,15,79.04,0,501,3.54,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
764,251.76584,-1.93977,251.765876,-1.939745,907,263,906.361,263.461,1,400.179,1547.95,1,44.8889,D.N.,-7.9744,0.0315,2,B,10.599235,10.006649,10.963208,9.950034,11.248555,0,2.520039,2.178288,5,5,5,0,8,15,79.04,0,506,3.56,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
765,251.737557,-1.939715,251.737525,-1.939721,1417,264,1417.572,263.892,1,300.893,1116.09,1,41.5407,D.N.,-7.6192,0.0404,2,B,9.209768,9.206591,11.592299,9.22815,14.952991,0,9.454517,2.487491,5,5,5,0,8,15,79.04,0,504,0.89,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
766,251.765951,-1.939438,251.765883,-1.939743,905,269,906.226,263.483,1,400.196,1548.39,1,44.8938,D.N.,-7.9747,0.0315,2,B,10.599235,10.006649,10.963208,10.011868,11.248555,0,2.520039,2.178288,5,5,5,0,8,15,79.04,0,506,3.15,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
767,251.752752,-1.939604,251.752833,-1.939583,1143,266,1141.54,266.371,1,1128.03,4278.03,1,67.5888,D.N.,-9.0781,0.0172,2,B,10.017353,9.243557,10.113493,9.055736,10.276091,0,1.822591,1.717742,5,5,5,0,8,15,79.04,0,508,3.69,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
768,251.810428,-1.939714,251.810456,-1.939699,103,264,102.484,264.28,1,2511.45,8661.56,1,426.272,D.N.,-9.844,0.0534,2,B,43.927326,20.372592,59.041262,19.785965,73.576484,0,43.948474,41.903855,5,5,5,0,8,15,79.04,0,503,3.78,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
769,251.795954,-1.939714,251.795938,-1.939709,364,264,364.28,264.092,1,1894.86,7106.77,1,373.595,D.N.,-9.6292,0.0571,2,B,35.007051,21.966972,60.17649,18.798395,87.169683,0,63.128843,36.670024,5,5,5,0,8,15,79.04,0,504,0.87,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
770,251.812646,-1.939603,251.812607,-1.939611,63,266,63.714,265.866,1,4933.77,22581,1,201.363,D.N.,-10.8844,0.0097,2,B,25.970477,19.840816,32.851228,20.804871,37.97574,0,19.070346,13.499467,5,5,5,0,8,15,79.04,0,502,3.67,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
771,251.779982,-1.939604,251.779945,-1.939614,652,266,652.658,265.814,1,1497.59,5568.74,1,183.699,D.N.,-9.3644,0.0358,2,B,16.248987,12.922672,31.70016,12.215064,49.679158,0,38.288363,16.928741,5,5,5,0,8,15,79.04,0,509,3.67,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
772,251.774325,-1.939604,251.774471,-1.939373,754,266,751.368,270.167,1,7761.03,15579.5,1,127.664,D.N.,-10.4814,0.0089,2,B,12.849516,12.470079,13.474306,11.332619,13.912291,0,3.466825,2.699915,5,5,5,0,8,15,79.04,0,502,3.37,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
773,251.744878,-1.939715,251.745085,-1.939639,1285,264,1281.265,265.362,1,52.2886,366.903,1,25.6226,D.N.,-6.4114,0.0758,2,B,8.823758,8.611145,8.902768,8.660032,9.077115,0,1.772247,1.717605,5,5,5,0,8,15,79.04,0,513,2.67,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
774,251.784197,-1.939604,251.784184,-1.939556,576,266,576.227,266.866,1,1575.33,6456.98,1,95.0704,D.N.,-9.5251,0.016,2,B,14.726024,13.920926,19.037521,13.668365,22.880041,0,12.704009,5.114961,5,5,5,0,8,15,79.04,0,500,3.66,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
775,251.784252,-1.93916,251.784185,-1.939556,575,274,576.208,266.871,1,1575.33,6456.98,1,95.0704,D.N.,-9.5251,0.016,2,B,14.726024,13.920926,19.037521,13.650937,22.880041,0,12.704009,5.114961,5,5,5,0,8,15,79.04,0,500,11.63,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
776,251.774492,-1.939382,251.774473,-1.939374,751,270,751.331,270.156,1,7739.12,15587.6,1,127.696,D.N.,-10.4819,0.0089,2,B,12.849516,12.470079,13.474306,11.375251,13.912291,0,3.466825,2.699915,5,5,5,0,8,15,79.04,0,502,3.22,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
777,251.766894,-1.939604,251.766886,-1.939602,888,266,888.153,266.038,1,145.475,654.087,1,37.6093,D.N.,-7.0391,0.0624,2,B,11.435431,10.670165,12.947859,10.046828,14.315666,0,6.112663,2.780949,5,5,5,0,8,15,79.04,0,509,3.14,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
778,251.753085,-1.939549,251.752835,-1.939584,1137,267,1141.519,266.36,1,1138.06,4277.01,1,67.5812,D.N.,-9.0778,0.0172,2,B,10.017353,9.243557,10.113493,9.117726,10.276091,0,1.822591,1.717742,5,5,5,0,8,15,79.04,0,508,3.68,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
779,251.800612,-1.939548,251.800617,-1.939535,280,267,279.907,267.241,1,1957.13,7370.61,1,119.759,D.N.,-9.6688,0.0176,2,B,19.461052,16.246915,25.689653,19.271959,30.794052,0,16.996789,8.409185,5,5,5,0,8,15,79.04,0,502,3.49,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
780,251.761404,-1.939493,251.761392,-1.939487,987,268,987.215,268.112,1,768.631,2679.5,1,54.1766,D.N.,-8.5701,0.022,2,B,9.928966,9.871783,10.109437,10.118256,10.276757,0,1.848717,1.611746,5,5,5,0,8,15,79.04,0,507,3.06,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
781,251.745155,-1.939604,251.745085,-1.93964,1280,266,1281.253,265.353,1,58.281,367,1,25.6245,D.N.,-6.4117,0.0758,2,B,8.823758,8.611145,8.902768,8.680962,9.077115,0,1.772247,1.717605,5,5,5,0,8,15,79.04,0,513,3.34,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
782,251.771941,-1.939327,251.771939,-1.939292,797,271,797.036,271.628,1,20620.9,41569.2,1,208.66,D.N.,-11.5469,0.0054,2,B,14.43552,13.708895,16.260577,11.048529,17.38585,0,6.159301,4.469813,5,5,5,0,8,15,79.04,0,502,3.32,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_V.fits
