Number,ApertureRA,ApertureDec,CentroidRA,CentroidDec,ApertureX,ApertureY,CentroidX,CentroidY,CentroidFlag,SourceIntensity,ApertureCorr,SourceUncertainty,DataUnits,Magnitude,MagUncertainty,SourceModel,SkyModel,SkyMedian,SkyMode,SkyAverage,SkyLocalNonAnnulusBkg,SkyRMS,SkyCustom,SkySigma,SkyScale,RadiusCentroid,ApertureMajorRadius,ApertureMinorRadius,ApertureRotationAngle,SkyRadiusInner,SkyRadiusOuter,ApertureNumPixels,ApertureNumRejected,SkyNumPixels,RadialProfileFWHM,Flags,Image
876,251.765674,-1.937994,251.765681,-1.937977,910,295,909.866,295.314,1,216.97,1,19.4979,D.N.,-5.841,0.0976,2,B,5.83448,5.832873,5.832202,6.396493,5.976811,0,1.308061,1.289353,5,5,5,0,8,15,79.04,0,513,2.89,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
877,251.762679,-1.93805,251.762406,-1.937978,964,294,968.923,295.294,1,180.571,1,21.2866,D.N.,-5.6416,0.128,2,B,6.228647,6.404895,6.566881,5.66994,6.940022,0,2.247241,1.661695,5,5,5,0,8,15,79.04,0,499,2.73,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
878,251.762457,-1.937994,251.762405,-1.937978,968,295,968.938,295.294,1,180.571,1,21.2866,D.N.,-5.6416,0.128,2,B,6.228647,6.404895,6.566881,5.714485,6.940022,0,2.247241,1.661695,5,5,5,0,8,15,79.04,0,499,5.03,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
879,251.745655,-1.937994,251.745683,-1.937918,1271,295,1270.497,296.369,1,99.0696,1,17.6794,D.N.,-4.9899,0.1937,2,B,5.126396,4.672777,5.129987,5.220435,5.34084,0,1.487316,1.474973,5,5,5,0,8,15,79.04,0,514,2.84,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
880,251.75669,-1.937773,251.756653,-1.937762,1072,299,1072.669,299.186,1,934.046,1,34.4441,D.N.,-7.4259,0.04,2,B,5.796614,5.777134,5.854084,5.662756,6.049603,0,1.52709,1.601453,5,5,5,0,8,15,79.04,0,507,4.38,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
881,251.797948,-1.937828,251.797919,-1.93779,328,298,328.519,298.681,1,4417.3,1,74.0276,D.N.,-9.1129,0.0182,2,B,11.296412,12.22073,12.254526,10.15747,12.840276,0,3.83778,3.283942,5,5,5,0,8,15,79.04,0,503,4.1,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
882,251.796506,-1.937661,251.795968,-1.93801,354,301,363.705,294.717,1,70901.9,1,293.765,D.N.,-12.1266,0.0045,2,B,22.601524,16.566417,27.416811,9.304716,31.110965,0,14.718682,12.503984,5,5,5,0,8,15,79.04,0,505,11.7,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
883,251.786802,-1.937828,251.786741,-1.93786,529,298,530.088,297.43,1,1869.35,1,64.8149,D.N.,-8.1792,0.0376,2,B,10.697546,10.154705,12.51983,7.554926,13.951231,0,6.161695,4.862162,5,5,5,0,8,15,79.04,0,501,1.34,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
884,251.750368,-1.937773,251.750348,-1.937718,1186,299,1186.364,299.993,1,790.269,1,31.4092,D.N.,-7.2444,0.0432,2,B,5.345882,5.100532,5.421418,5.639816,5.618451,0,1.476297,1.414505,5,5,5,0,8,15,79.04,0,515,4.92,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
885,251.780591,-1.937717,251.780543,-1.937708,641,300,641.871,300.165,1,1409.2,1,45.7852,D.N.,-7.8724,0.0353,2,B,8.487175,7.221196,9.499786,6.994243,10.328903,0,4.058733,2.638364,5,5,5,0,8,15,79.04,0,499,3.75,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
886,251.780314,-1.93744,251.780164,-1.937571,646,305,648.69,302.633,1,1397.63,1,43.5269,D.N.,-7.8635,0.0338,2,B,7.814797,6.915883,8.507526,7.003781,9.187015,0,3.470894,2.246495,5,5,5,0,8,15,79.04,0,505,5.57,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
887,251.806044,-1.937717,251.806025,-1.937657,182,300,182.339,301.073,1,4774.38,1,98.3362,D.N.,-9.1973,0.0224,2,B,12.635745,9.964074,15.569282,9.914594,17.475871,0,7.945315,7.053692,5,5,5,0,8,15,79.04,0,507,4.45,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
888,251.805101,-1.937661,251.805058,-1.937626,199,301,199.779,301.639,1,9765.92,1,131.627,D.N.,-9.9743,0.0146,2,B,14.112444,12.823451,26.155052,9.976592,45.276975,0,36.99519,8.756737,5,5,5,0,8,15,79.04,0,502,4.12,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
889,251.803604,-1.937661,251.803599,-1.93762,226,301,226.101,301.752,1,1604.81,1,213.017,D.N.,-8.0136,0.1441,2,B,19.667406,11.998484,35.379862,10.387853,55.95645,0,43.395258,21.066705,5,5,5,0,8,15,79.04,0,501,4.14,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
890,251.774546,-1.937717,251.774159,-1.937514,750,300,756.978,303.676,1,710.968,1,34.8837,D.N.,-7.1296,0.0533,2,B,7.309256,6.805491,8.115946,6.878082,8.774993,0,3.339789,2.264827,5,5,5,0,8,15,79.04,0,501,5.04,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
891,251.769944,-1.937662,251.769929,-1.937641,833,301,833.261,301.371,1,1481.5,1,41.5024,D.N.,-7.9268,0.0304,2,B,6.384177,6.372096,6.438337,6.384339,6.645641,0,1.64856,1.56424,5,5,5,0,8,15,79.04,0,505,3.66,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
892,251.738668,-1.937662,251.738628,-1.937646,1397,301,1397.723,301.286,1,194.38,1,20.0853,D.N.,-5.7216,0.1122,2,B,5.344677,4.678076,5.204352,5.466257,5.433159,0,1.561633,1.459234,5,5,5,0,8,15,79.04,0,513,1.46,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
893,251.73107,-1.937717,251.731054,-1.937668,1534,300,1534.301,300.887,1,164.431,1,19.3636,D.N.,-5.54,0.1279,2,B,5.120479,4.691423,5.083709,5.518272,5.309923,0,1.534858,1.463835,5,5,5,0,8,15,79.04,0,511,3.73,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
894,251.780092,-1.937662,251.780163,-1.937571,650,301,648.712,302.632,1,1380.45,1,43.3291,D.N.,-7.85,0.0341,2,B,7.814797,6.915883,8.507526,6.951684,9.187015,0,3.470894,2.246495,5,5,5,0,8,15,79.04,0,505,4.23,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
895,251.755415,-1.937606,251.755389,-1.937601,1095,302,1095.456,302.094,1,239.081,1,20.4279,D.N.,-5.9464,0.0928,2,B,5.576835,5.539466,5.599508,5.48738,5.781652,0,1.441192,1.348139,5,5,5,0,8,15,79.04,0,516,3.56,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
896,251.706504,-1.937661,251.706566,-1.938,1977,301,1975.886,294.885,1,82.4717,1,17.9756,D.N.,-4.7908,0.2366,2,B,5.60536,5.583484,5.676603,4.988239,5.929565,0,1.715143,1.563886,5,5,5,0,8,15,79.04,0,507,12.4,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
897,251.813364,-1.937661,251.814016,-1.937956,50,301,38.243,295.672,1,25438.4,1,223.829,D.N.,-11.0137,0.0096,2,B,23.949387,11.779711,28.683561,11.307712,32.692915,0,15.702339,15.840493,5,5,5,0,8,15,79.04,0,510,4.79,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
898,251.804381,-1.93755,251.80438,-1.937517,212,303,212.018,303.602,1,11878.2,1,191.824,D.N.,-10.1869,0.0175,2,B,17.555378,13.15316,29.818644,10.164972,43.926474,0,32.287346,15.888677,5,5,5,0,8,15,79.04,0,499,3.97,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
899,251.792569,-1.937606,251.792523,-1.937553,425,302,425.824,302.953,1,1439.54,1,49.3158,D.N.,-7.8956,0.0372,2,B,9.356544,8.755979,10.15076,8.118083,10.793852,0,3.673711,3.173501,5,5,5,0,8,15,79.04,0,503,4.07,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
900,251.717318,-1.937606,251.717268,-1.937535,1782,302,1782.901,303.286,1,24.77,1,16.1466,D.N.,-3.4848,0.7077,2,B,5.455315,5.800893,5.37353,5.250106,5.590983,0,1.545617,1.550004,5,5,5,0,8,15,79.04,0,512,13.71,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
901,251.799501,-1.93744,251.799493,-1.937435,300,305,300.145,305.081,1,8859.58,1,105.878,D.N.,-9.8685,0.013,2,B,12.754897,10.617003,14.515262,10.429464,15.769707,0,6.169833,4.881941,5,5,5,0,8,15,79.04,0,501,3.73,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
902,251.78353,-1.937551,251.706504,-1.937368,588,303,587.507,306.298,1,1694.31,1,52.6239,D.N.,-8.0725,0.0337,2,B,8.332275,7.351231,11.976092,7.798002,16.922523,0,11.967887,3.302051,5,5,5,0,8,15,79.04,0,502,4.69,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
903,251.783641,-1.937274,251.783555,-1.937368,586,308,587.544,306.302,1,1695.87,1,52.6387,D.N.,-8.0735,0.0337,2,B,8.332275,7.351231,11.976092,7.868033,16.922523,0,11.967887,3.302051,5,5,5,0,8,15,79.04,0,502,4.72,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
904,251.783419,-1.93683,251.783386,-1.936825,590,316,590.599,316.105,1,3820.28,1,73.6229,D.N.,-8.9552,0.0209,2,B,8.869032,8.070222,11.2389,7.874848,13.297173,0,7.113617,4.025405,5,5,5,0,8,15,79.04,0,498,3.97,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
905,251.774158,-1.937551,251.774159,-1.937514,757,303,756.988,303.669,1,711.119,1,34.8858,D.N.,-7.1299,0.0533,2,B,7.309256,6.805491,8.115946,6.910785,8.774993,0,3.339789,2.264827,5,5,5,0,8,15,79.04,0,501,4.25,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
906,251.767226,-1.937551,251.767234,-1.937502,882,303,881.87,303.884,1,261.424,1,21.2397,D.N.,-6.0434,0.0882,2,B,6.354585,5.088326,6.33243,6.540984,6.503455,0,1.483098,1.389033,5,5,5,0,8,15,79.04,0,509,4.51,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
907,251.813752,-1.937439,251.814012,-1.937957,43,305,38.312,295.669,1,25457.8,1,223.872,D.N.,-11.0146,0.0095,2,B,23.949387,11.779711,28.683561,11.325773,32.692915,0,15.702339,15.840493,5,5,5,0,8,15,79.04,0,510,5.78,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
908,251.782421,-1.93744,251.782403,-1.937409,608,305,608.313,305.554,1,743.009,1,41.8991,D.N.,-7.1775,0.0612,2,B,8.652022,8.145559,9.62984,7.521092,10.736686,0,4.752632,3.205358,5,5,5,0,8,15,79.04,0,503,4.53,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
909,251.749315,-1.937218,251.749286,-1.937183,1205,309,1205.514,309.645,1,1529.33,1,41.8625,D.N.,-7.9613,0.0297,2,B,5.515223,4.43013,5.465161,5.714916,5.66722,0,1.501262,1.507929,5,5,5,0,8,15,79.04,0,514,4.28,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
910,251.761016,-1.937329,251.761088,-1.937261,994,307,992.693,308.242,1,569.22,1,27.4009,D.N.,-6.8882,0.0523,2,B,5.95211,6.044631,5.910372,6.019116,6.073507,0,1.399571,1.360311,5,5,5,0,8,15,79.04,0,514,4.48,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
911,251.736893,-1.937107,251.736893,-1.93708,1429,311,1428.995,311.491,1,2424.04,1,51.6038,D.N.,-8.4614,0.0231,2,B,5.797863,6.014318,5.808399,5.519182,6.012618,0,1.555246,1.560004,5,5,5,0,8,15,79.04,0,513,3.93,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
912,251.781312,-1.937329,251.781296,-1.937274,628,307,628.285,308.001,1,1091.69,1,41.3448,D.N.,-7.5952,0.0411,2,B,8.195214,6.894329,8.919374,7.244872,9.494073,0,3.256259,2.50408,5,5,5,0,8,15,79.04,0,504,4.42,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
913,251.759685,-1.937329,251.759613,-1.937291,1018,307,1019.298,307.686,1,116.692,1,18.7039,D.N.,-5.1676,0.174,2,B,5.689315,5.321436,5.738207,6.157469,5.950734,0,1.577685,1.540491,5,5,5,0,8,15,79.04,0,511,4.39,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
914,251.737392,-1.937385,251.736893,-1.937081,1420,306,1428.994,311.479,1,2423.5,1,51.5985,D.N.,-8.4611,0.0231,2,B,5.797863,6.014318,5.808399,5.477811,6.012618,0,1.555246,1.560004,5,5,5,0,8,15,79.04,0,513,2.86,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
915,251.81403,-1.937328,251.814016,-1.937956,38,307,38.253,295.672,1,25438.4,1,223.829,D.N.,-11.0137,0.0096,2,B,23.949387,11.779711,28.683561,11.335769,32.692915,0,15.702339,15.840493,5,5,5,0,8,15,79.04,0,510,11.3,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
916,251.807763,-1.937218,251.807756,-1.937238,151,309,151.122,308.636,1,1596.25,1,75.9435,D.N.,-8.0077,0.0517,2,B,15.835815,10.739395,17.605903,9.985579,18.958532,0,7.039662,6.504528,5,5,5,0,8,15,79.04,0,502,4.82,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
917,251.748206,-1.937274,251.748169,-1.937221,1225,308,1225.655,308.947,1,215.074,1,22.872,D.N.,-5.8315,0.1155,2,B,5.562165,5.542396,5.975511,5.699223,6.447775,0,2.42463,1.766973,5,5,5,0,8,15,79.04,0,500,1.82,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
918,251.786746,-1.937218,251.786709,-1.93718,530,309,530.672,309.682,1,881.843,1,48.0585,D.N.,-7.3635,0.0592,2,B,9.196234,7.004855,10.864719,7.554169,12.299524,0,5.770926,3.799451,5,5,5,0,8,15,79.04,0,494,1.27,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
919,251.761293,-1.937219,251.761087,-1.937261,989,309,992.711,308.242,1,564.17,1,27.3086,D.N.,-6.8785,0.0526,2,B,5.95211,6.044631,5.910372,6.009147,6.073507,0,1.399571,1.360311,5,5,5,0,8,15,79.04,0,514,5.72,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
920,251.757356,-1.937108,251.757349,-1.937091,1060,311,1060.123,311.296,1,859.734,1,32.6605,D.N.,-7.3359,0.0412,2,B,5.764986,6.219517,5.722272,5.83319,5.949518,0,1.630215,1.450626,5,5,5,0,8,15,79.04,0,508,4.17,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
921,251.80366,-1.937052,251.803661,-1.937005,225,312,224.972,312.848,1,7320.7,1,129.756,D.N.,-9.6614,0.0192,2,B,15.115152,11.332445,22.028063,10.301501,28.838365,0,18.63063,9.834152,5,5,5,0,8,15,79.04,0,507,0.99,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
922,251.801275,-1.937163,251.801167,-1.937063,268,310,269.958,311.798,1,2242.5,1,73.6295,D.N.,-8.3768,0.0356,2,B,12.235305,12.190161,15.032585,10.659035,17.220941,0,8.409734,5.676058,5,5,5,0,8,15,79.04,0,500,4.74,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
923,251.801053,-1.936996,251.801165,-1.937063,272,313,269.983,311.797,1,2242.5,1,73.6295,D.N.,-8.3768,0.0356,2,B,12.235305,12.190161,15.032585,10.583153,17.220941,0,8.409734,5.676058,5,5,5,0,8,15,79.04,0,500,14.29,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
924,251.773992,-1.937163,251.773972,-1.936817,760,310,760.359,316.24,1,881.823,1,43.0994,D.N.,-7.3635,0.0531,2,B,8.088022,6.788162,9.435777,6.922298,10.391296,0,4.356978,3.143461,5,5,5,0,8,15,79.04,0,498,2.89,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
925,251.773992,-1.93683,251.773974,-1.936817,760,316,760.312,316.242,1,881.823,1,43.0994,D.N.,-7.3635,0.0531,2,B,8.088022,6.788162,9.435777,6.91797,10.391296,0,4.356978,3.143461,5,5,5,0,8,15,79.04,0,498,3.99,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
926,251.81098,-1.937107,251.810618,-1.936931,93,311,99.521,314.167,1,12970.3,1,137.684,D.N.,-10.2824,0.0115,2,B,14.973643,13.359626,18.499576,10.813016,21.117352,0,10.193783,7.800105,5,5,5,0,8,15,79.04,0,507,4.69,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
927,251.810647,-1.936941,251.810612,-1.936931,99,314,99.636,314.169,1,12970.3,1,137.684,D.N.,-10.2824,0.0115,2,B,14.973643,13.359626,18.499576,10.694298,21.117352,0,10.193783,7.800105,5,5,5,0,8,15,79.04,0,507,3.75,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
928,251.762457,-1.937108,251.762475,-1.937071,968,311,967.681,311.663,1,116.366,1,18.6242,D.N.,-5.1646,0.1738,2,B,6.198361,5.870364,6.110775,5.920819,6.295343,0,1.514668,1.533161,5,5,5,0,8,15,79.04,0,516,4.03,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
929,251.814251,-1.936996,251.814229,-1.93696,34,313,34.405,313.655,1,2311.2,1,105.643,D.N.,-8.4096,0.0496,2,B,13.956589,11.654634,19.738215,11.395082,24.130787,0,13.895325,9.479716,5,5,5,0,8,15,79.04,0,505,4.38,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
930,251.796118,-1.936996,251.796063,-1.936988,361,313,361.994,313.152,1,1844.11,1,90.5732,D.N.,-8.1645,0.0533,2,B,11.492743,9.950858,17.265476,8.825957,23.439679,0,15.868886,8.03463,5,5,5,0,8,15,79.04,0,504,4.44,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
931,251.772162,-1.936941,251.772138,-1.936915,793,314,793.42,314.48,1,1395.27,1,41.4959,D.N.,-7.8616,0.0323,2,B,6.757985,4.943262,7.153101,6.738172,7.590926,0,2.543265,1.820206,5,5,5,0,8,15,79.04,0,502,3.96,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
932,251.747651,-1.936941,251.74763,-1.93688,1235,314,1235.376,315.098,1,619.31,1,30.3213,D.N.,-6.9798,0.0532,2,B,5.555652,5.521201,5.644133,5.595304,5.923775,0,1.800355,1.745992,5,5,5,0,8,15,79.04,0,506,1.44,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
933,251.788743,-1.936941,251.788681,-1.936882,494,314,495.104,315.071,1,1725.82,1,48.088,D.N.,-8.0925,0.0303,2,B,8.51784,7.587068,9.136454,7.468,9.625355,0,3.031644,2.440765,5,5,5,0,8,15,79.04,0,505,3.91,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
934,251.788743,-1.936664,251.788678,-1.936882,494,319,495.172,315.066,1,1725.82,1,48.088,D.N.,-8.0925,0.0303,2,B,8.51784,7.587068,9.136454,7.418225,9.625355,0,3.031644,2.440765,5,5,5,0,8,15,79.04,0,505,13.2,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
935,251.741995,-1.936775,251.741942,-1.93674,1337,317,1337.954,317.634,1,842.57,1,32.3105,D.N.,-7.314,0.0416,2,B,5.543968,6.432442,5.451331,5.520223,5.641258,0,1.452895,1.43233,5,5,5,0,8,15,79.04,0,513,4.88,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
936,251.78841,-1.93683,251.788679,-1.936882,500,316,495.151,315.071,1,1725.82,1,48.088,D.N.,-8.0925,0.0303,2,B,8.51784,7.587068,9.136454,7.421048,9.625355,0,3.031644,2.440765,5,5,5,0,8,15,79.04,0,505,2.71,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
937,251.798669,-1.936775,251.798494,-1.936699,315,317,318.152,318.373,1,3227.28,1,76.0444,D.N.,-8.7721,0.0256,2,B,10.582277,10.071478,12.764553,10.080151,14.113347,0,6.02702,5.092232,5,5,5,0,8,15,79.04,0,503,2.17,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
938,251.798447,-1.936719,251.798499,-1.936698,319,318,318.066,318.384,1,3243.37,1,76.1501,D.N.,-8.7775,0.0255,2,B,10.582277,10.071478,12.764553,10.019657,14.113347,0,6.02702,5.092232,5,5,5,0,8,15,79.04,0,503,4.72,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
939,251.793844,-1.936775,251.793771,-1.936707,402,317,403.315,318.225,1,1642.6,1,68.4663,D.N.,-8.0388,0.0453,2,B,10.762056,9.026085,13.115575,7.878996,14.645659,0,6.523903,5.560827,5,5,5,0,8,15,79.04,0,505,0.99,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
940,251.793622,-1.936553,251.793772,-1.936707,406,321,403.295,318.222,1,1637.33,1,68.4278,D.N.,-8.0353,0.0454,2,B,10.762056,9.026085,13.115575,7.760893,14.645659,0,6.523903,5.560827,5,5,5,0,8,15,79.04,0,505,7.54,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
941,251.721255,-1.936664,251.72121,-1.936651,1711,319,1711.815,319.225,1,537.262,1,27.8093,D.N.,-6.8255,0.0562,2,B,5.344442,5.125227,5.348026,5.33404,5.54769,0,1.476386,1.551099,5,5,5,0,8,15,79.04,0,514,0.28,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
942,251.771552,-1.936553,251.771522,-1.936548,804,321,804.536,321.101,1,743.495,1,35.6832,D.N.,-7.1782,0.0521,2,B,6.979063,6.745386,8.294231,6.612659,9.620522,0,4.879303,2.318147,5,5,5,0,8,15,79.04,0,502,4.62,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
943,251.780314,-1.936664,251.780262,-1.936645,646,319,646.926,319.355,1,755.51,1,38.2206,D.N.,-7.1956,0.0549,2,B,7.909515,6.889677,8.521897,7.106527,9.089569,0,3.165054,2.673641,5,5,5,0,8,15,79.04,0,500,4.08,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
944,251.733233,-1.936609,251.73326,-1.936562,1495,320,1494.521,320.842,1,109.362,1,18.6114,D.N.,-5.0972,0.1848,2,B,5.151482,4.03509,5.131233,5.59377,5.350967,0,1.519139,1.554141,5,5,5,0,8,15,79.04,0,514,15.38,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
945,251.725858,-1.936609,251.725797,-1.936593,1628,320,1629.093,320.288,1,87.0598,1,17.1346,D.N.,-4.8495,0.2137,2,B,5.153575,6.044379,5.124218,5.493887,5.330197,0,1.468872,1.450745,5,5,5,0,8,15,79.04,0,514,4.07,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
946,251.755969,-1.936387,251.755961,-1.936365,1085,324,1085.143,324.391,1,633.709,1,29.0449,D.N.,-7.0047,0.0498,2,B,5.348007,4.900243,5.420153,5.587232,5.631012,0,1.528003,1.462223,5,5,5,0,8,15,79.04,0,513,3.74,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
947,251.71693,-1.936553,251.716882,-1.936496,1789,321,1789.858,322.028,1,152.12,1,18.854,D.N.,-5.4555,0.1346,2,B,5.132597,6.013307,5.147542,5.348646,5.373368,0,1.542903,1.438978,5,5,5,0,8,15,79.04,0,512,3.38,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
948,251.806321,-1.936442,251.806287,-1.9364,177,323,177.621,323.762,1,5366.65,1,115.349,D.N.,-9.3243,0.0233,2,B,14.449598,9.707207,17.498467,9.867309,19.929541,0,9.548397,8.973515,5,5,5,0,8,15,79.04,0,502,4.38,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
949,251.785637,-1.936553,251.785576,-1.936388,550,321,551.11,323.977,1,560.574,1,33.3731,D.N.,-6.8716,0.0646,2,B,8.11983,8.118409,8.787985,7.783119,9.237945,0,2.85082,2.368303,5,5,5,0,8,15,79.04,0,501,3.96,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
950,251.785471,-1.936276,251.78558,-1.936387,553,326,551.024,324.002,1,559.326,1,33.3543,D.N.,-6.8692,0.0647,2,B,8.11983,8.118409,8.787985,7.77677,9.237945,0,2.85082,2.368303,5,5,5,0,8,15,79.04,0,501,5.66,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
951,251.774546,-1.936498,251.774529,-1.936429,750,322,750.315,323.237,1,841.215,1,35.3969,D.N.,-7.3123,0.0457,2,B,6.794577,5.732324,7.502294,6.830613,8.223402,0,3.370848,2.043168,5,5,5,0,8,15,79.04,0,501,0.31,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
952,251.754971,-1.936387,251.754932,-1.93636,1103,324,1103.709,324.493,1,676.242,1,29.7182,D.N.,-7.0753,0.0477,2,B,5.763496,5.993522,5.71052,5.501461,5.890426,0,1.446077,1.452405,5,5,5,0,8,15,79.04,0,515,3.47,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
953,251.802051,-1.936387,251.802008,-1.93636,254,324,254.789,324.476,1,3533.22,1,83.847,D.N.,-8.8704,0.0258,2,B,15.247908,12.36715,17.40761,10.49117,18.749372,0,6.972111,5.959331,5,5,5,0,8,15,79.04,0,505,4.12,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
954,251.809815,-1.935998,251.81007,-1.936137,114,331,109.396,328.5,1,8059.87,1,146.999,D.N.,-9.7658,0.0198,2,B,21.324991,12.561324,24.569672,10.188882,27.742312,0,12.89562,11.727553,5,5,5,0,8,15,79.04,0,504,2.47,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
955,251.794343,-1.936442,251.794213,-1.936386,393,323,395.343,324.01,1,820.385,1,61.8216,D.N.,-7.285,0.0818,2,B,10.549146,8.607532,12.96482,7.83363,14.82523,0,7.19749,5.518786,5,5,5,0,8,15,79.04,0,503,34.21,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
956,251.793955,-1.936165,251.794217,-1.936385,400,328,395.272,324.032,1,810.498,1,61.7416,D.N.,-7.2719,0.0827,2,B,10.549146,8.607532,12.96482,7.806993,14.82523,0,7.19749,5.518786,5,5,5,0,8,15,79.04,0,503,0.94,0,/Volumes/IsaacPortableSSD/Programming/PHYS3313/M12_B.fits
